name,permalink
DIGITECH Web Design,digitech-web-design
DirectDefense,directdefense
El Loco,el-loco
Escapaide,escapaide
EventEdge,eventedge
EXTEN Technologies,mangstor
Exxpand Energy,exxpand-energy
EZ2B Seen,ez2b-seen
FlashParking,flashparking
Forbius,formation-biologics
Gazelles Growth Institute,gazelles-growth-institute
Greatest Common Factory,greatest-common-factory
Guidefitter,guidefitter
HuBoard,huboard
Hyperwear,hyper-wear
InforcePRO,lifeassist
InvestingAnswers,investinganswers
IR Smartt,ir-smartt
Kammok,kammok
Klever Logic,klever-logic
KUTOA,kutoa
Local Search For Dentists,local-search-for-dentists
MAP Health Management,map-health-management
Marketing for Tomorrow,marketing-for-tomorrow
Mattr,mattr
Medical Innovation Labs,medical-innovation-labs
MerlinCryption,merlincryption
Minicore Studios,minicore-studios
Modern Health Talk,modern-health-talk
Moor Insights & Strategy,moor-insights---strategy
MyGoGames,mygogames
MyTennisLessons,mytennislessons
NocPlace,nocplace
Noesis,noesis-energy
Onyx + Pearl,onyx---pearl
OurPangea Inc,ourpangea-inc
Paybook,paybook
Peddle,peddle
Plushkies,plushkies
Pocketmath,pocketmath
Polygraph Media,polygraph-media
Primizie,primizie
QuantAdvisor,quantadvisor
Quotingly,quotingly
ReviewPush,reviewpush
Set.fm,set-fm
Silicon Hills Lawyer,silicon-hills-lawyer
SimplyTapp,simplytapp
StepOne,stepone-2
SuperMechanical,supermechanical
SwimTopia,swimtopia
"TeleStax, Inc.",telestax-inc
Terra Pave International,terra-pave-international
The Chivery,the-chivery
The Hisey Company,the-hisey-company
The Kaanen Group,the-kaanen-group
Tiger Pistol,tiger-pistol
Toopher,toopher
TourGigs,tourgigs
Unique Influence,unique-influence
UpgradeUSA,upgradeusa
Vecturalux,vecturalux
Yip Yap,yip-yap
Zello,loudtalks
Accend,drill-map
Aceable,aceable
ActivTrak,activtrak
AdBm Technologies,adbm-technologies
Alegion,alegion
Anaconda,continuum-analytics
Applaudo Studios,applaudo-studios
AptamiR Therapeutics,aptamir-therapeutics
Aquafly,aquafly
Architecture Plus,architecture-plus
AutosnapLive,autosnaplive
Balderdash Design Co.,balderdash
Beardbrand,beardbrand
Binocular,binocular
Black Fret,black-fret
Boxer,boxer
Brass Check Marketing,brass-check-marketing
Brigham Resources,brigham-resources
BSX Athletics,bsx-athletics
Burstworks,burstworks
Busivid,busivid
BuyerPath,buyerpath
BYTE,byte
Capsenta,capsenta
CatchTheReview,catchthereview
CDN Sumo,cdn-sumo
ChangePocketâ„¢,changepocket
Chive Charities,chive-charities
Clearhead,clearhead
Collaborate Cloud,collaborate-cloud
Concurrent Manufacturing Solutions,concurrent-manufacturing-solutions
CYPHER,cypher
Datical,datical
Deohako,deohako
Digital Certainty,digital-certainty
Digital Pharmacist,rxwiki
DISCO,cs-disco
Drink Daily Greens,drink-daily-greens
"Eagle Eye Networks, Inc.",eagle-eye-networks
Edgecase (formerly Compare Metrics),compare-metrics
Embrace,embrace
Energy Curb,energy-curb
Esperos SoHo Inc,esperos-inc
EventSlice,eventslice
Exodus Intelligence,exodus
eyeQ,eyeq
FantasySalesTeam,fantasysalesteam
FlowBelow Aero,flowbelow-aero
Forterro,forterro
Gritness,gritness
Guns & Oil Brewing,guns-oil-brewing
GuruStorms,gurustorms
Handana,handana
HUD512 Austin House Buyers,hud512-austin-house-buyers
Hypori,droidcloud
Infinite io,infinite-io
Initium Consulting Group BV,initium-consulting-group-bv
Intelligent Air Services,intelligent-air-services
Invoiced,invoiced
IsoStem,isostem
"JamKazam, Inc.",jamkazam
Jorhna Inc,jorhna-inc
Khorus,khorus
Kickdrum,kickdrum
KiCube,kicube
Lab7 Systems,lab7-systems
Little Leaves,little-leaves
LIVE Soda,live-soda
LivingTree,livingtree
LogZilla,logzilla
Lynx Laboratories,lynx-laboratories
Meridian Hive,meridian-hive
Multimorphic,multimorphic
Mythic,isocline
Novati Technologies,novati-technologies
NumFOCUS,numfocus
Offergraph,offergraph
Opdots,opdots
Optimized Financial Systems,optimized-financial-systems
OutboundEngine,outboundengine
PenPal Schools,penpal-schools
Perk.com,perk-com
Pivot Enterprise,pivot-enterprise
PLNAR,smart-picture-technologies
Plum,plum-3
"Practice Interactive, LLC",practice-interactive
PrideBites,pridebites
PureWRX,purewrx
Quantified Communications,quantified-impressions
Quote Stacker,quote-stacker
Rank & Style,rank-style
Rebilly,rebilly
RightRound,rightround
Running Lean,running-lean
SA Trails,sa-trails
Scanther.com,scanther
Scarab Entertainment,scarab-entertainment
Schoox,schoox
Search Scientists,search-scientists
Seismos,seismos
Silvercar,silvercar
SiteCondor,sitecondor
Smart-HR,smart-hr
Snap Trends,snap-trends
SpeachMe,speachme
Sponsiv Digital,sponsiv-digital
StoryPress,storypress
Student Loan Hero,student-loan-hero
SubjectWell,subjectwell
Talent management Institute,talent-management
Team Chaos,team-chaos-llc
Televero Health,televero
Ten Acre Organics,ten-acre-organics
Texan Allergy,texan-allergy
Teysha,teysha
The Bearded Bastard,the-bearded-bastard
The Food Lab,the-food-lab
The Fresh Idea Group,the-fresh-idea-group
The Mises Circle,the-mises-circle
The Pony Group,the-pony-group
The Zebra,the-zebra
Tractus corporation,tractus-corporation
TrendKite,trendkite
"Treverity, Inc.",treverity-inc
TrustRadius,trustradius
TurnKey Vacation Rentals,turnkey-vacation-rentals
Uberpong,uberpong-com
Under30Experiences,under30experiences-2
USA Roomies,usa-roomies
Vemory,vemory
Visible Health,visible-health
Vital Herd Inc,vital-herd-inc
Voter Trove,voter-trove
WigWag,wigwag
Yeti Frozen Custard,yeti-frozen-custard
YouEarnedIt,youearnedit
Ysais SEO,ysais-seo
Abroaders,abroaders
AdMass,admass
Aeglea BioTherapeutics,aeglea-biotherapeutics
AlertMedia,alert-media
Amphibians.org,amphibians-org
AquaSprouts,aquasprouts
Art Craft Entertainment,art-craft-entertainment
Atlas Learning,atlas-learning
Atlas Wearables,atlas
Babbler,babbler
Big Data Elephants,big-data-elephants
Big Fish Design,big-fish-design
Bittel Books,bittel-books
BorrowersFirst,borrowersfirst
Brain Chase,brain-chase
Brandleap,brandleap
Bugscore 360,bugscore-360
Cheggin,cheggin
Chiron Health,chiron-health
Cloud9Drones,cloud9drones
CognitiveScale,cognitivescale
COMNIO,comnio
Conceivable,conceivable
ContactJam,contactjam
Convey,convey
CreditShop LLC,creditshop
Curtana Pharmaceuticals,curtana-pharmaceuticals
Demand Frontier,demand-frontier
DreamJobbing,dreamjobbing
Education Partners,education-partners
Electroninks,electroninks
ENTvantageDX,entvantagedx
ePatientFinder,epatientfinder
Epic Provisions,epic-provisions
FitDel - Fitness Delivered,fitdel
FrameBuzz,framebuzz
Giftnix,giftnix
Good Seed,good-seed
Grid4C,grid4c
Groove,groove-3
GroupThreads,groupthreads
HR Unleashed,hr-unleashed
Insignia SEO,insignia-seo
Investor Pitches,investor-pitches
J R Thermal,j-r-thermal
Jingling Corporation,jingling-corporation
Joust,joust
JustLegal,congo
Kettlebell Kings,kettlebell-kings
Kloc,kloc
Kortivity,kortivity
Krystallize Technologies,krystallize-technologies
Laelaps,laelaps
Lawful.ly,lawful-ly
LawnStarter,lawnstarter
Leap Computing,leap-computing
Level Seven,level-seven
Lexbe,lexbe
LimeLite,limelite
Lion's Share Digital,lion-s-share-digital
ListingSpark,listingspark
Local Stampede,local-stampede
LookNook,looknook
Loop & Tie,loop-and-tie
Lung Therapeutics,lung-therapeutics
Mahana,mahana
Makerarm,makerarm
MakerSquare,makersquare
MediaSmackLLC,mediasmackllc
Mentegram,mentegram
MetaVi Labs,metavi-labs
MovableAds,movableads
Mzines Digital,mzines-digital
NarrativeDx,narrativedx
Neon Ambition,neon-ambition
"Nomly, Inc.",nomly-inc
Numerous,numerous
Octavo Systems,octavo-systems
OneBlade,oneblade
OnPrem Solutions,onprem-solutions
Patient IO,filament-labs
Peepsqueeze Inc,peepsqueeze-inc
People Pattern,people-pattern
Petable,petable
Phox Charge,phox-charge
Pingboard,pingboard
Piq Chocolates,piq-chocolates
Predictive Science,predictive-science
Prefix,prefix
Pristine,pristine-io
Protequus,protequus
Pure Spoon,pure-spoon
"Quantomic, LLC",quantomic--llc
RapidDeploy,rapiddeploy
RealMassive,realmassive
"Rivet Works, Inc.",together-mobile
ROIKOI,roikoi
Roomify,dormitup-com
RYDE,ryde-7bee
Scripbe,scripbe
Shango,shango
Shelfbucks,shelfbucks
ShipperHQ,shipperhq
ShipperHQ,shipperhq
Software Sandbox,software-sandbox
SolidFace Technology,solidface-technology
SourceDay,bidsmash
SparkCognition,sparkcognition
SpiritCape,spiritcape
StormPins,stormpins
S-Trade,s-trade-8
Structured Polymers,structured-polymers
SuperFly Cables,superfly-cables
Swan Inc,swan-inc
Tagspire,tagspire
Talligent,talligent
TEN4 Ads,ten4-ads
Tethr,collabip
The Appraisal Lane,the-appraisal-lane
The Fox Society,the-fox-society
The Magazine Channel,the-magazine-channel-inc
theDrop,thedrop
Today Timesheet Inc.,today-timesheet-inc-
Toorwell,toorwell
TPSynegy,tpsynegy
Trusource Labs,trusource-labs
UnaliWear,lifeassist-texas
Unspeakable Treasures,unspeakable-treasures
Upswing,upswing
Use Peach,use-peach
Vault,vaultbenefit
Verb,verb
Virtuix,virtuix
vitaTrackr,vitatrackr
Vulk Coop,vulk
Wearables.com,wearables-com
White Cloud Security,white-cloud-security
Wide Open Spaces,wide-open-spaces
YourDrobe,yourdrobe
ZettaDriver,zettadriver
Agreeable,agreeable
AnatoMotion,anatomotion
AngelSpan,angelspan-inc
Apotact Labs,apotact-labs
Appeer,appeer
Applied Aeronautics,applied-aeronautics
Aquadation LLC,aquadation-llc
Arrive Logistics,arrive-logistics
AskU,asku
Athlete Builder,athlete-builder
ATXcursions,atxcursions
"AUTHORS, Inc.",authors-inc
Autoflight Logic,autoflight-logic
BarkHappy Inc.,barkhappy-inc
Beacon Coaching and Training,beacon-coaching-and-training
"Besomebody, Inc.",besomebody
BirdBriefs,birdbriefs
BlackLake Security,blacklake-security
Blipic,blipic
Blue Line Media,blue-line-media
Book in a Box,book-in-a-box
Bouldin Creek Holdings,bouldin-creek-holdings
BrightLocker,brightlocker
Broomly,broomly
Bumble,bumble
Business Games Club,business-games-club
Caboh,caboh
Canales & Co.,canales-co
Candidly (formerly Kandid.ly),kandid-ly
Canon Nanotechnologies,canon-nanotechnologies
classspider,classspider
Clientscape,clientscape
Cloudtools,cloudtools
Clyp,clyp
Consortia Health,consortia-health
Conversable,conversable
"CPF Concepts, LLC",cpf-concepts-llc
Creadits,creadits
Crebo,crebo
CSTMR Inc.,cstmr-inc-
DApps Fund,bitangels-fund
DNA Mobile Group,dna-mobile-group
DroneTex,dronetex
"Dropoff, Inc.",dropoff-inc
Edgar,edgar-2
EGP Eco,egp-eco
Encast,encast
Engage2Serve,engage2serve
Enola Labs,enola-labs
Everfest.com,everfest-com
Everybody Helping,ehco-giving-inc
"Exercise & Excess, LLC",exercise-excess-llc
Experiment Engine,experiment-engine
Factom,factom
Fair Trade Safaris,fair-trade-safaris
Fancy Awesome,fancy-awesome
Favorr,favorr
Fieldd Service Software,fieldd-service-software
Flexter Inc.,flexter-fitness---daily-free-workouts
GDU Technology,gdu-technology
Glasshouse Policy,glasshouse-policy
"GoodTokens, Inc.",goodtokens-inc
Gridmates,gridmates
GrubBid,grubbid
Gunfire Games,gunfire-games
Hangr,hangr
Harvest,harvest-2
Honest Dollar,honest-dollar
Hormones & Me,endotech-solutions
Horton Oil Tools,horton-oil-tools
Human Planet,human-planet
Hungry Planet,hungry-planet-technology
HUVRData,huvrdata
HyperSciences,hypersciences
IdealSpot,idealspot
Imandra,aesthetic-integration-ltd
Jacobs Publishers LLC,jacobs-publishers-llc
Javelin Networks,javelin-networks
Jungle Scout,jungle-scout
KEY Concierge,key-travel-concierge
Law Office of Jackson F. Gorski,law-office-of-jackson-f-gorski
LeanDNA,leandna
Litmus Health,litmus-health
Liveoak Technologies,liveoak-technologies
Lumos Pharma,lumos-pharma
Maggie Louise Confections,maggie-louise-confections
Magnitude Software,magnitude-software
Masonry,masonry
MediaTech Ventures,mediatech-ventures
MOBO System,mobo-system
Monte Fe Investments Management & Consulting (MFIMC),monte-fe-investments-management-consulting-mfimc
Music Meets Video,music-meets-video
musx,musx
My Market Builder,my-market-builder
Nadine West,nadine-west
NewCrew,newcrew
Nine Banded Whiskey,nine-banded-whiskey
Novi Labs,novi-labs
OnceThere Inc,oncethere-inc
OnFaith,onfaith
Onko Solutions,onko-solutions
OnlineMedEd,onlinemeded
Outdoor Voices,outdoor-voices
PaidUp,convenience-select
Peeple,peeple
Pickyâ„¢ - Yelp meets 60 second verified reviews,picky-2
PlusAMP,plusamp
Positive Slope,positive-slope
"PotentiaMetrics, Inc.",potentiametrics-inc-
PrepFlash,prepflash
Prepify,prepify
Promachos Holding,promachos-holding
R/CS,renovatio-cloud-solutions-inc
RackN,rackn-inc
Radiosense,radiosense
Rappora,rappora
Reach Partners,reach-partners
Real Savvy,real-savvy-inc
Red Fox Clan,red-fox-clan
Reebeez,reebeez
ReIntent,reintent
Remidi,remidi
Renascent Medical,renascent-medical
Reserve Strap,reserve-strap
Restream,restream
Retell,retell
REVx Technologies,emres-technologies
RigUp,rigup
RoverPass,roverpass
RunLab,runlab
Satoshi Nakamato Institute,satoshi-nakamato-institute
ScaleFactor,scale-factor-consulting
SchooLinks,schoolinks
Scribe Media,scribe-media
ShadowboxMedia,shadowboxmedia
Skout Deals,deal-wheel-inc
Small Victory,small-victory
SmartHome Hero,smarthome-hero
Soothspace,soothspace
StackEngine,stackengine
Stretch Recipes,lauren-foster
Summit Medventures Holdings,summit-medventures-holdings
SupportNinja,supportninja
Syberry,syberry
SytemOnSilicon Corporation,sytem-on-silicon-corporation
TalentLender,talentlender
TenantCloud,tenantcloud-2
The Communication Company,the-communication-company
The Wiser Agency,the-wiser-agency
Thread Campus,thread-campus
Threatcare,threatcare
THRIVE Affordable Vet Care,thrive-affordable-vet-care
Tiny House Coffee Roasters,tiny-house-coffee-roasters
TopShelf,topshelf
Touchstone ITS,touchstone-its
Treeline,treeline-3661
Trompillo,trompillo
"Trunkist, Inc.",trunkist-inc
Under100,under100
Urban Mining Company,urban-mining-company
VChain Solutions,vchain-solutions
Victiv,ruckus-gaming
Voice of Hair,voice-of-hair
Vuevent Inc.,vuevent-inc-
WayBlazer,wayblazer
Weeli,weeli
Weeva,weeva
Well Beyond Care,well-beyond-care
Wiotti LLC,wiotti-llc
Workify,workify
WriterDuet,writerduet
Wyoti,wyoti
ZebraPlan,zebraplan
Zengistics,zengistics
Zilker,zilker
Zilker Technology,zilker-technology
Zit Buys Homes LLC,zit-buys-homes-llc
2DA Analytics,2da-analytics
360Science,360science
7X Energy,7x-energy
Adia,adia
Anchor Imaging,anchor-imaging
AnthemGold,anthemgold
Asuna,asuna
Atom Mines,atom-mines
ATX LED,atx-led
Author.io,author-io
AutoMatter.io,automatter-io
Backtracks,backtracks
Ballogy,ballogy
Big Wheelbarrow,big-wheelbarrow
"BLOCK512, LLC",block512
BotList,botlist
Brain+Trust Partners,brain-trust-partners
Cerebri AI,cerebri-ai
Chilligence,chilligence
Claimbot,claimbot
cloudkite,cloudkite
Coder,coder
Condecca,condecca
Copper Street,copper-street
Cornea Entertainment,cornea-entertainment
Daito Design,daito-design
DatavizVR,datavizvr
DeckHub,deckhub
Defy Athletix,defy-athletix
DevGo,devgo
DNA325,dna325
Docinabox,doc-in-a-box
Dosh,dosh
DriveBetter,drivebetter
Edge Capital,edge-capital-e1aa
EnLight.Energy,enlight-energy
Equity Brick,equity-brick
Eventador.io,eventador-labs
Expert Knowledge Networks,subjectmatter
Explica,explica
Fetch Package,fetch-package
FileCloud (Codelathe Inc.),codelathe
"Firebird Summit, Inc.",firebird-summit-inc
FlexVR,flexvr
Flo Recruit,flo-recruit
Flying Manta,flying-manta
Franklin Endeavors,franklin-endeavors
GateCode,gatecode
GenXComm,genxcomm
GitLinks,gitlinks
Gitty,gitty
"GoFish Cam, Inc.",gofish-2
GrubTubs,grubtub
Hangar Technology,hangar-technology
Hello World,hello-world-7217
HeySuper,heysuper-com
Hydrelief,hydrelief
inKind,equityeats
Insitome,insitome
Jog.ai,jog-ai
Kronologic,kronologic
Kusshi,kusshi
L2BNB,l2bnb-inc
LightShift Video,lightshift-video
LinkDyn Robotics,linkdyn-robotics
Loanables,loanables
Locale,locale-5a6d
Loom,loom-2
"Maply, Inc.",maply-inc
MDBox,reliant-immune-diagnostics
Medici,medici-technologies
Meta SaaS,meta-saas
Milestone Brands,milestone-brands
Muxy,muxy
My Gaming Career,my-gaming-career
Neosem Technology,neosem-technology
nextToken,nexttoken
NUBIGON,nubigon-2
nuCognitive,nucognitive
Oodles Rewards,oodles-rewards-austin-texas
Opslock,opslock
Organic Bronze Tanning,organic-bronze-tanning
Oveit,oveit
Own Your Spot,yallzi
PeepGrowth,peepgrowth
Penguino Travel,penguino-travel
Pensa Systems,pensa-systems
Pharos Security,pharos-security
Picturio,picturesqe
Popspots,popspots
Recurring Capital Partners,recurring-capital-partners
ResilientGrid,resilientgrid
Routefusion,route-fusion
Safer Technologies,safer-technologies
SandBox Semiconductor,sandbox-semiconductor
Sangfroid Marketing Studio,sangfroid-marketing-studio
Savelife.com,savelife-com
SecondBrain,second-brain
Shattuck Labs,shattuck-labs
Shep Travel,compl-ai
Shipwell,shipwell
Shop by VOICE,shop-by-voice
Shower Stream,shower-stream
Simple Booth,simple-booth
Sips by,sips-by
Skymesh,skymesh
Slingshot Aerospace,slingshot-aerospace
Snagaprint,snagaprint
"Speedy Stores, Inc.",speedy-stores-inc
SportsJaw,sportsjaw-com
Spruce,spruce-inc
"SpyCloud, Inc.",spycloud-inc
Stellrr Insulation,stellrr-insulation
Swivel,poquito
The Beeprint,the-beeprint
The Guild,guild-lodging
The Un.Inc,the-un-inc
The Whim,the-whim
Theori,theori
Third Insight,visual-semantics-inc
Tso Chinese Delivery,tso-chinese-delivery
Umuse,umuse
Underminer Studios,underminer-studios
Upgraded Points LLC,upgraded-points-llc
UpstreamDB.com,upstreamdb-com
VA Claims Insider,va-claims-insider
VantagePoint,vantagepoint-e8ee
Vertechs Solutions,vertechs-solutions
Vest Technologies,vest-capital
Viviota,viviota
Votalize Inc.,votalize-inc
WastePlace,wasteplace
Weird Street,weird-street
Yotta Solar,yotta-solar
YOUR6,your6
Yvonne Tocquigny Branding Group,yvonne-tocquigny-branding-group
Zinnotech,zinnotech
8dates Dating,8dates-dating
Abodewell,abodewell
ABRAXAS Technology,abraxas-technology
Ad Badger,ad-badger
AdInMo,adinmo
Agara Labs,agara-labs
Altr,altr-6b82
AMCHART,amchart
Androm,androm
Appyness,appyness
ATX Energy Partners,atx-energy-partners
BankingON,bankingon
Border West,border-west
Carrot Pants Studios,carrot-pants-studios
Cerberus Interactive,cerberus-interactive
Ceresa,ceresa
"Claim, Inc.",claim-inc
ClosedLoop.ai,closedloop-ai
Coin Clear,coin-clear
Coin West,coin-west
CoinCentral,coincentral
"CSS Worldwide, Inc",css-worldwide-inc
Current Haus,current-haus
Day Dreamer,day-dreamer
Digitalife,digitalife
Diligent Robotics,diligent-robotics
disruptED,disrupted
Docforce,doctster
DocStation,docstation
Drones of Prey Inc.,drones-of-prey-inc
EarBuds Music,earbuds-2e84
Earthly Labs,earthly-labs
Enkounterd,enkounterd
Enzyme Health,enzyme-health
Esta Link Inc,esta-link-inc
Etailligence,etailligence
Eterneva,eterneva
"Exeter Studios LLC,",exeter-studios-llc
FabuLingua,magical-translations
Fair Worlds,fair-worlds
Fieldcraft,fieldcraft
FitJoy,fitjoy
FITT Finder,fitt-finder-inc
Friending,friending
"Gen1 Research, LLC",gen1-research-llc
Global Dog,global-dog
GoLoad,goload
Groove.id,groove-id
Herron Tech,herron-techology-llc
HomeBit,homebit
"HomeWayz, Inc.",homewayz-inc
ICON,icon3d
Immersed Inc.,immersedteam
