name,permalink,perfect_match,schools,school_subjects,job_titles,founded_on,location,undisclosed_amount,fund 0,categories,fund 1,fund 2,fund 3,fund 4,fund 5,fund 6,fund 7,fund 8,fund 9,fund 10,fund 11,fund 12,fund 13,fund 14,fund 15,fund 16,fund 17,fund 18,fund 19,fund 20,fund 21,fund 22,fund 23,fund 24,fund 25,num_fund_rounds
BlueJeans Network,blue-jeans-network,no,"monmouth-university, university-of-madras","Computer Science, Physics","Executive Chairman, Member Board Of Trustees, Co-Founder & Chief Executive Officer, Chief of Innovation and Products",2009,"San Jose, California",yes,0,"Enterprise Software, SaaS, Video Conferencing, Video Streaming",2015:76500000,2013:50000000,2012:25000000,2011:18000000,2009:5500000,,,,,,,,,,,,,,,,,,,,,6
Covet,covet,no,"stanford-university, university-of-california-san-diego","Computer Science, Computer Science","CEO & Co-Founder, CEO & Co-Founder, Co-Founder & CEO, Co-Founder, Circle Member & advisor, Board Member, Board Advisor, Advisor, Advisor, Board Member, Team Member, Member of the Board of Directors, EIR, Board Member, Advisor, Advisor, Dir of Prod Mgmt, Co-Founder & CEO",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DNAnexus,dnanexus,no,,,"Chief Data Officer, SVP, Data, Chief of Computation, Co Founder, Professor of Biomedical Data Sciences",2009,"Mountain View, California",yes,2020:100000000,"Bioinformatics, Biotechnology, Cloud Computing, Genetics, Medical",2019:68000000,2018:58000000,0,2015:15000000,2014:15000000,2011:15000000,2009:1550000,,,,,,,,,,,,,,,,,,,8
Elastic Cloud,found-2,no,,,,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Electric Pipeline Corporation,electric-pipeline-corporation,no,,,,2009,"Mountain View, California",yes,0,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,1
Joonto,joonto,no,massachusetts-institute-of-technology-mit,Urban Planning,"Co-Founder & CEO, Manager, Business Development, CEO & Co-founder, Advisor, Associate/Analyst, Advisor, Board Director, Director, Product, Founder & Managing Partner, Mentor, Investor, Entrepreneur in Residence, Group Product Manager, Sr. Director, Managing Partner",2009,"Mountain View, California",yes,2010:575001,"Communities, Internet of Things, Leisure, Shopping, Social Network",0,,,,,,,,,,,,,,,,,,,,,,,,,2
LiveImpact,liveimpact,no,,,,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lockitron,apigy,no,,,Co-Founder,2009,"Mountain View, California",yes,0,"Hardware, Mobile, Mobile Devices, Security",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5
Media Flint,media-flint,no,,,,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Peel,peel,no,"national-institute-of-technology-tiruchirappalli, wharton-school-of-the-university-of-pennsylvania","Mechanical Engineering, Management & Strategy","CEO, Manager, Business Developement, Associate",2009,"Mountain View, California",yes,2014:50000000,"Consumer Electronics, Content Discovery, Digital Entertainment, Media and Entertainment, Mobile, Software",2013:20000000,2011:16700000,0,,,,,,,,,,,,,,,,,,,,,,,4
Quora,quora,no,harvard-university,Computer Science,"Co-Founder, Founder, Software Engineering Manager, Software Development Engineer, Board Advisor",2009,"Mountain View, California",no,2017:85000000,"Information Services, Internet, Product Design, Q&A, Social Media",2014:80000000,2012:50000000,2010:11000000,,,,,,,,,,,,,,,,,,,,,,,4
Seacloud Software,seacloud-software,no,,,Founder & CEO,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tango,tango-2,no,technion-israel-institute-of-technology,unknown,"Founder & Executive Chairman, Founder & CEO, CEO, Executive Chairman of the Board of Directors, Founder & CEO, Founder, Founder & CEO, Founder & CEO",2009,"Tel Aviv, Tel Aviv",no,2014:280000000,"Android, Apps, iOS, Messaging, Mobile, Social Network, Video Streaming",2012:38097364,2011:42000000,2010:8650000,2010:500000,,,,,,,,,,,,,,,,,,,,,,5
TapInfluence,tapinfluence,no,"utah-state-university, utah-state-university","Electrical Engineering, Electrical Engineering",Co-Founder & Chief Product Officer,2009,"Mountain View, California",yes,2016:14000000,"Advertising, Blogging Platforms, Brand Marketing, SaaS, Social Media, Software",2013:5000000,2012:3200000,2011:500000,0,,,,,,,,,,,,,,,,,,,,,,5
Terra Bella,skybox-imaging,no,,,,2009,"Mountain View, California",no,2012:70000000,"Analytics, Big Data, Information Services, Video",2010:18000000,2009:3000000,,,,,,,,,,,,,,,,,,,,,,,,3
The Gmic,the-gmic,no,,,,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Trademarkia,trademarkia,no,"arizona-state-university, arizona-state-university, arizona-state-university","Information Management, Engineering, Computer Science, Law, Intellectual Property","Inventor, Chief Executive Officer / Founder, Founder & former CEO, Co-Founder & Producer, Counsel, Chairman, Founder, CEO, Chairman, Co-Founder, CEO, Founder & former CEO, Significant Shareholder, Founder of Concept, Counsel & Shareholder",2009,"Mountain View, California",no,2009:100000,"Brand Marketing, Identity Management, Search Engine",,,,,,,,,,,,,,,,,,,,,,,,,,1
Waymo,google-s-self-driving-car-project,no,"university-of-bonn, university-of-bonn, university-of-hildesheim","Computer Science and Statistics, Computer Science and Statistics, Computer Science, Economics, and Medicine","Co-Founder, CEO, Cofounder & Chairman, Board Member, Co-founder, Board Member, Board Member, Google Fellow and VP, Professor, Board Member",2009,"Mountain View, California",no,2021:2500000000,"Automotive, Sensor, Software, Transportation",2020:750000000,2020:2250000000,,,,,,,,,,,,,,,,,,,,,,,,3
"Zettaset, Inc.",goto-metrics,no,stanford-university,Computer Science,"CTO, Co-founder",2009,"Los Altos, California",no,2012:10000000,"Big Data, Cyber Security, Enterprise Software, Software",2011:3000000,,,,,,,,,,,,,,,,,,,,,,,,,2
64 Pixels,64-pixels,no,northeastern-university,Business,"Founder, Founder, CEO, Lead Developer",2010,"Mountain View, California",no,2010:100000,"Browser Extensions, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
AliveCor,alivecor,no,"university-of-canterbury, queensland-university-of-technology","Electrical and Electronic Engineering, Medical Physics","Lead Software Engineer, Snr. Software Engineer, CTO",2010,"Mountain View, California",yes,2020:65000000,"Health Care, Medical Device, Mobile",2019:5784906,0,2019:20000000,2017:30000000,2016:20000000,2012:10500000,2011:3000000,,,,,,,,,,,,,,,,,,,8
App.Co,app-co,no,university-of-leeds-england,Physics,"Software Engineer, Software Engineering Manager, Software Engineer, President, Co-founder & COO, Founder & CEO, Advisory Board, Founder & CEO",2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Applauze,955-dreams,no,,,"Co-Founder, CDO",2010,"Mountain View, California",yes,2013:7200000,"Digital Entertainment, Mobile, Publishing",2012:3250000,0,,,,,,,,,,,,,,,,,,,,,,,,3
Arado Websearch,arado-websearch,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bagcheck,bagcheck,no,"worcester-polytechnic-institute, northwestern-university","Physics, Physics","Managing Director, Investor, Advisor-Engineering & Corporate Development, Angel Investor, Angel Investor, Chief Technologist, Private Equity Investor, Venture Consultant, Senior Infrastructure Engineer, Software Engineer, EIR, Software Engineer, Board Member, Limited Partner, VP Platforms, Platform Group, Investor, Staff Engineer, Chief Architect, Co-founder, Technical Advisor, Technical Advisor, Limited Partner, Entrepreneur in Residence, Investor, Advisor, Board Memeber",2010,"Mountain View, California",yes,0,"Internet, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
Blue Otter,blue-otter,no,,,Co-Founder,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Catalog Spree,catalog-spree,no,,,CTO,2010,"Mountain View, California",no,2011:6100000,"E-Commerce, Mobile, Retail",2011:1300000,,,,,,,,,,,,,,,,,,,,,,,,,2
Chaotic Kingdoms,chaotic-kingdoms,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ChooChee,choochee,no,imperial-college-london,Physics,"Founder & CEO, CEO, Advisor, Co-Founder & CEO",2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Commonred,commonred,no,,,"Founder, CEO and Co-Founder, Advisor, Advisor, Advisor, Founder, Founder, Startup Grind, Product Manager, Founder",2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ConnectEx,connectex,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Conteneo,conteneo-inc,no,university-of-michigan,Computer Science and Engineering,"Founder and CEO, CEO & Founder, Senior Advisor",2010,"Mountain View, California",yes,0,"Collaboration, Gaming, Information Technology, Mobile, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Crave.com,crave-com,no,,,"Director of Engineering, Software Engineer, Software Engineer, Technical Director, Technology Zinger, Director of Platform Engineering, Co-Founder, AI Infrastructure, CTO & founder, Lead Software Engineer",2010,"Mountain View, California",yes,0,"Communities, E-Commerce, Marketplace, Social",,,,,,,,,,,,,,,,,,,,,,,,,,1
Cumulus Networks,cumulus-networks,no,,,"Chief Technology Officer, Co-Founder & Chief Technology Officer, Board Member, Senior MTS",2010,"Mountain View, California",no,2018:43000000,"Cloud Computing, Information Technology, Linux, Software",2016:35000000,2014:36000000,2013:15000000,2012:5000000,,,,,,,,,,,,,,,,,,,,,,5
Diartis Pharmaceuticals,diartis-pharmaceuticals,no,"university-of-california-davis, massachusetts-institute-of-technology-mit","Chemical Engineering, Chemical Engineering","Co-Founder & CEO, Senior Director, Product Development, Ececutive Chairman, Team Leader, Development, Co-Founder, Chairman, CEO & President, Vice President, Therapeutic Development, President & CEO, VP, Technical Operations, Founder & CEO & Director, Co-Founder, VP, R & D",2010,"Mountain View, California",yes,0,"Biotechnology, Health Care, Life Science, Pharmaceutical",,,,,,,,,,,,,,,,,,,,,,,,,,1
Discount For Jaypee,discount-for-jaypee,no,jaypee-institute-of-information-technology,Electronics and Communication Engineering,"Founder, Analyst, Co-Founder, Associate Consultant, Consultant",2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DoubleRecall,doublerecall,no,"university-of-ljubljana, university-of-ljubljana, university-of-ljubljana, university-of-ljubljana","Computer and Information Science, Traffic accident simulation and visualization, Transportation & Logistics, Computer Science and Decision Making","Lecturer, CEO and Co-founder, CIO and Co-founder, Team Member, Co-Founder, CIO, Advisor",2010,"Mountain View, California",no,2012:1600000,"Advertising, Advertising Platforms, Content, Digital Media, Information Services, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,1
Elastic,elasticsearch,no,idc-herzliya,Computer Science,Founder,2012,"Mountain View, California",yes,0,"Analytics, Cloud Computing, Open Source, SaaS, Search Engine",2016:57999996,2014:70000000,2013:24000000,2012:10000000,,,,,,,,,,,,,,,,,,,,,,5
Genomera,genomera,no,,,"Principal Engineer, Sr. Software Engineer, Developer, Software Engineer, Director of Design Systems, Architect, Founder & Architect, Systems Programmer",2010,"Mountain View, California",no,2011:20000,"Clinical Trials, Health Care, Information Technology, Medical, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
GiftRocket,giftrocket,no,dartmouth-college-2,Computer Science and Mathematics,"Co-Founder & CEO, CEO",2010,"Mountain View, California",yes,0,"E-Commerce, Gift Card, Mobile Payments",,,,,,,,,,,,,,,,,,,,,,,,,,1
Health Level,health-level,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Huion,huion,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
I Have Vitiligo,i-have-vitiligo,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
IGM Biosciences,igm-biosciences,no,"university-of-miami, university-of-california-berkeley","unknown, Biophysics","Advisor, Founder, Managing Director, Founder, Founder",2010,"Mountain View, California",no,2020:230000000,"Biotechnology, Medical, Therapeutics",2019:102000000,2018:60000000,2010:1000,,,,,,,,,,,,,,,,,,,,,,,4
Infometers,infometers,no,,,"CEO, CEO and Founder",2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Inzopa,inzopa,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ionGrid,iongrid,no,"columbia-university, university-at-buffalo",Computer Science,"Venture Partner, VP of Engineering, Board Member, Software Engineer, Board Member, Alumni, Managing Director, Ventures, Software Engineer, Founder and CEO, Chief Software Architect",2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Krust,krust,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lyatiss,lyatiss,no,,,Founder and CTO,2010,"Mountain View, California",no,2012:3300000,"Analytics, Cloud Computing, SaaS, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Maginatics,maginatics,no,"carnegie-mellon-university, carnegie-mellon-university, university-of-california-berkeley","Computer Science, Computer Science, Business Administration","CTO, VP of Engineering, Chief Architect for Platform Technologies, CTO and Co-Founder, Team Member, VP of engineering",2010,"Mountain View, California",no,2013:17000000,"Cloud Storage, Enterprise, Enterprise Software",2011:10000000,,,,,,,,,,,,,,,,,,,,,,,,,2
MetroGames,metrogames-us,no,university-of-buenos-aires,,"Co-Founder, CEO & Co-founder, Co-Founder, Co-Founder & CEO",2010,"Mountain View, California",no,2010:5000000,"Developer Tools, Social Network, Video Games",,,,,,,,,,,,,,,,,,,,,,,,,,1
Mobspire,mobspire,no,,,"Founder, Founder",2010,"Mountain View, California",yes,0,"Advertising, Advertising Platforms, Android, iOS, Mobile, Mobile Advertising, Publishing, Web Development",,,,,,,,,,,,,,,,,,,,,,,,,,1
NationalCatch,nationalcatch,no,"georgetown-university-mcdonough-school-of-business, university-of-california-santa-cruz","Marketing, Business Management Economics & Psychology","Founder & Software Architect, Managing Partner, Founder, Chief Product Officer",2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Netbout,netbout,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Newschalk,newschalk,no,,,Co Founder,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Palcycle,palcycle,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Popover,popover,no,,,Founder,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Qoture,qoture,no,"massachusetts-institute-of-technology-mit, university-of-western-australia","Machine Learning, Economics","CoFounder, Business Analyst, Growth Marketer, Early Stage Technology, Founder",2010,"Mountain View, California",yes,0,"E-Commerce, Mobile, Mobile Apps, Photography",,,,,,,,,,,,,,,,,,,,,,,,,,1
Real Estate Searching,real-estate-searching,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ReinCloud,reincloud,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
RewardsPay,rewardspay,no,"youngstown-state-university, youngstown-state-university, st-stephens-college-delhi","Business Administration and Management, Marketing, unknown","CEO, CEO, Founder & CEO, Founder & CEO",2010,"Mountain View, California",yes,0,"E-Commerce, Internet",2011:250000,,,,,,,,,,,,,,,,,,,,,,,,,2
Silk Road Films,silk-road-films,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tasty Labs,tasty-labs,no,,,"Co-Founder, Engineering Manager, Google Maps, Engineer",2010,"Mountain View, California",no,2010:3000000,"Application Performance Management, Enterprise Software, Social, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
The Startup Conference,the-startup-conference,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Videolla,videolla,no,saint-petersburg-state-university,Computer Software Engineering,"Co-Founder, Consultant, contractor, Sales Manager, CTO, Advisor, CEO, Co-founder, Founder, web developer, CEO",2010,"Mountain View, California",no,2011:500000,"Advertising, Content, Video, Video Streaming",2010:100000,,,,,,,,,,,,,,,,,,,,,,,,,2
Wild Needle,wild-needle,no,"wharton-school-of-the-university-of-pennsylvania, university-of-california-santa-cruz","Finance, Psychology","Founder & CEO, Board of Advisors, Partner & Managing Director, Chairman & Co - Founder, Program Manager, Board Member, Associate, Chairman & Co - Founder, Chairman & Co - Founder, Chairman & Co - Founder, Board member, Board Member, Co-Founder, CEO & Chairman, Strategic Limited Partner, Board Member, Board Member, Co - Founder & Chairman",2010,"Mountain View, California",no,2010:2500000,"Casual Games, Digital Entertainment, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,1
3rd Power,3rd-power,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Authentic8,authentic8,no,san-diego-state-university,Marketing,"Board Member, Product Management Group, Advisor, Co-founder and CEO, Board Member, Board of Directors",2010,"Mountain View, California",yes,0,"Cloud Management, Cloud Security, Enterprise Software, Identity Management, Security, Web Browsers",0,,,,,,,,,,,,,,,,,,,,,,,,,2
Bidgely,bidgely,no,indian-institute-of-technology-bombay,Computer Science and Engineering,"Co-Founder & CTO, Architect, Sr. SDE, Senior Staff Engineer, Principal Software Architect",2010,"Mountain View, California",no,2021:26000000,"Analytics, Artificial Intelligence, Consumer Software, Energy, GovTech, Information Technology, Internet, Machine Learning, Renewable Energy, Software",2021:2065744,2018:27000000,2015:16600000,2014:5000000,2012:3000000,2011:3000000,,,,,,,,,,,,,,,,,,,,7
California Common Sense,california-common-sense,no,,,,2010,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
